run_id,k_si,n_si,spec_r,pte_8,pte_8_error
316,0.95,0.5,0.625,0.00331,0.00018193405398660254
317,0.95,0.5,0.6666666666666666,0.0034,0.00018439088914585773
318,0.95,0.5,0.7083333333333333,0.00347,0.00018627936010197157
319,0.95,0.5,0.75,0.00347,0.00018627936010197157
320,0.95,0.5,0.7916666666666666,0.00353,0.00018788294228055935
321,0.95,0.5,0.8333333333333333,0.0036,0.00018973665961010276
322,0.95,0.5,0.875,0.0037,0.00019235384061671342
323,0.95,0.5,0.9166666666666666,0.00372,0.0001928730152198591
324,0.95,0.5,0.9583333333333333,0.00382,0.00019544820285692066
325,0.95,0.5,1.0,0.00385,0.00019621416870348583
326,0.9875,0.5,0.0,0.00215,0.0001466287829861518
327,0.9875,0.5,0.041666666666666664,0.00228,0.000150996688705415
328,0.9875,0.5,0.08333333333333333,0.00234,0.00015297058540778355
329,0.9875,0.5,0.125,0.00238,0.00015427248620541512
330,0.9875,0.5,0.16666666666666666,0.00245,0.00015652475842498528
331,0.9875,0.5,0.20833333333333331,0.00248,0.00015748015748023623
332,0.9875,0.5,0.25,0.00259,0.00016093476939431082
333,0.9875,0.5,0.29166666666666663,0.00264,0.0001624807680927192
334,0.9875,0.5,0.3333333333333333,0.00268,0.000163707055437449
335,0.9875,0.5,0.375,0.00277,0.00016643316977093238
336,0.9875,0.5,0.41666666666666663,0.00282,0.00016792855623746665
337,0.9875,0.5,0.4583333333333333,0.00294,0.00017146428199482248
338,0.9875,0.5,0.5,0.0031,0.0001760681686165901
339,0.9875,0.5,0.5416666666666666,0.00315,0.00017748239349298848
340,0.9875,0.5,0.5833333333333333,0.00321,0.00017916472867168917
341,0.9875,0.5,0.625,0.0033,0.00018165902124584948
342,0.9875,0.5,0.6666666666666666,0.00339,0.00018411952639521968
343,0.9875,0.5,0.7083333333333333,0.00346,0.00018601075237738274
344,0.9875,0.5,0.75,0.00346,0.00018601075237738274
345,0.9875,0.5,0.7916666666666666,0.00352,0.0001876166303929372
346,0.9875,0.5,0.8333333333333333,0.00359,0.00018947295321496415
347,0.9875,0.5,0.875,0.00369,0.00019209372712298544
348,0.9875,0.5,0.9166666666666666,0.00371,0.00019261360284258223
349,0.9875,0.5,0.9583333333333333,0.00381,0.00019519221295943138
350,0.9875,0.5,1.0,0.00384,0.00019595917942265422
351,1.025,0.5,0.0,0.00215,0.0001466287829861518
352,1.025,0.5,0.041666666666666664,0.00228,0.000150996688705415
353,1.025,0.5,0.08333333333333333,0.00234,0.00015297058540778355
354,1.025,0.5,0.125,0.00238,0.00015427248620541512
355,1.025,0.5,0.16666666666666666,0.00245,0.00015652475842498528
356,1.025,0.5,0.20833333333333331,0.00248,0.00015748015748023623
357,1.025,0.5,0.25,0.00259,0.00016093476939431082
358,1.025,0.5,0.29166666666666663,0.00264,0.0001624807680927192
359,1.025,0.5,0.3333333333333333,0.00268,0.000163707055437449
360,1.025,0.5,0.375,0.00277,0.00016643316977093238
361,1.025,0.5,0.41666666666666663,0.00282,0.00016792855623746665
362,1.025,0.5,0.4583333333333333,0.00294,0.00017146428199482248
363,1.025,0.5,0.5,0.0031,0.0001760681686165901
364,1.025,0.5,0.5416666666666666,0.00315,0.00017748239349298848
365,1.025,0.5,0.5833333333333333,0.00321,0.00017916472867168917
366,1.025,0.5,0.625,0.0033,0.00018165902124584948
367,1.025,0.5,0.6666666666666666,0.00339,0.00018411952639521968
368,1.025,0.5,0.7083333333333333,0.00346,0.00018601075237738274
369,1.025,0.5,0.75,0.00346,0.00018601075237738274
370,1.025,0.5,0.7916666666666666,0.00352,0.0001876166303929372
371,1.025,0.5,0.8333333333333333,0.00359,0.00018947295321496415
372,1.025,0.5,0.875,0.00369,0.00019209372712298544
373,1.025,0.5,0.9166666666666666,0.00371,0.00019261360284258223
374,1.025,0.5,0.9583333333333333,0.00381,0.00019519221295943138
375,1.025,0.5,1.0,0.00384,0.00019595917942265422
376,1.0625,0.5,0.0,0.00216,0.0001469693845669907
377,1.0625,0.5,0.041666666666666664,0.00229,0.00015132745950421556
378,1.0625,0.5,0.08333333333333333,0.00235,0.0001532970971675589
379,1.0625,0.5,0.125,0.00239,0.00015459624833740306
380,1.0625,0.5,0.16666666666666666,0.00246,0.00015684387141358123
381,1.0625,0.5,0.20833333333333331,0.00249,0.000157797338380595
382,1.0625,0.5,0.25,0.0026,0.00016124515496597098
383,1.0625,0.5,0.29166666666666663,0.00265,0.00016278820596099706
384,1.0625,0.5,0.3333333333333333,0.00269,0.00016401219466856726
385,1.0625,0.5,0.375,0.00278,0.00016673332000533066
386,1.0625,0.5,0.41666666666666663,0.00283,0.0001682260384126072
387,1.0625,0.5,0.4583333333333333,0.00295,0.00017175564037317666
388,1.0625,0.5,0.5,0.00311,0.00017635192088548396
389,1.0625,0.5,0.5416666666666666,0.00316,0.00017776388834631177
390,1.0625,0.5,0.5833333333333333,0.00322,0.0001794435844492636
391,1.0625,0.5,0.625,0.00331,0.00018193405398660254
392,1.0625,0.5,0.6666666666666666,0.00339,0.00018411952639521968
393,1.0625,0.5,0.7083333333333333,0.00346,0.00018601075237738274
394,1.0625,0.5,0.75,0.00346,0.00018601075237738274
395,1.0625,0.5,0.7916666666666666,0.00352,0.0001876166303929372
396,1.0625,0.5,0.8333333333333333,0.00359,0.00018947295321496415
397,1.0625,0.5,0.875,0.00369,0.00019209372712298544
398,1.0625,0.5,0.9166666666666666,0.00371,0.00019261360284258223
399,1.0625,0.5,0.9583333333333333,0.00382,0.00019544820285692066
400,1.0625,0.5,1.0,0.00385,0.00019621416870348583
401,1.1,0.5,0.0,0.00216,0.0001469693845669907
402,1.1,0.5,0.041666666666666664,0.00229,0.00015132745950421556
403,1.1,0.5,0.08333333333333333,0.00235,0.0001532970971675589
404,1.1,0.5,0.125,0.00239,0.00015459624833740306
405,1.1,0.5,0.16666666666666666,0.00246,0.00015684387141358123
406,1.1,0.5,0.20833333333333331,0.00249,0.000157797338380595
407,1.1,0.5,0.25,0.0026,0.00016124515496597098
408,1.1,0.5,0.29166666666666663,0.00265,0.00016278820596099706
409,1.1,0.5,0.3333333333333333,0.00269,0.00016401219466856726
410,1.1,0.5,0.375,0.00278,0.00016673332000533066
411,1.1,0.5,0.41666666666666663,0.00283,0.0001682260384126072
412,1.1,0.5,0.4583333333333333,0.00295,0.00017175564037317666
413,1.1,0.5,0.5,0.00311,0.00017635192088548396
414,1.1,0.5,0.5416666666666666,0.00316,0.00017776388834631177
415,1.1,0.5,0.5833333333333333,0.00322,0.0001794435844492636
416,1.1,0.5,0.625,0.00331,0.00018193405398660254
417,1.1,0.5,0.6666666666666666,0.00339,0.00018411952639521968
418,1.1,0.5,0.7083333333333333,0.00346,0.00018601075237738274
419,1.1,0.5,0.75,0.00346,0.00018601075237738274
420,1.1,0.5,0.7916666666666666,0.00352,0.0001876166303929372
421,1.1,0.5,0.8333333333333333,0.00359,0.00018947295321496415
422,1.1,0.5,0.875,0.0037,0.00019235384061671342
423,1.1,0.5,0.9166666666666666,0.00372,0.0001928730152198591
424,1.1,0.5,0.9583333333333333,0.00383,0.00019570385790780925
425,1.1,0.5,1.0,0.00386,0.000196468827043885
426,1.1375,0.5,0.0,0.00216,0.0001469693845669907
427,1.1375,0.5,0.041666666666666664,0.00229,0.00015132745950421556
428,1.1375,0.5,0.08333333333333333,0.00235,0.0001532970971675589
429,1.1375,0.5,0.125,0.00241,0.00015524174696260025
430,1.1375,0.5,0.16666666666666666,0.00248,0.00015748015748023623
431,1.1375,0.5,0.20833333333333331,0.00251,0.0001584297951775486
432,1.1375,0.5,0.25,0.00262,0.00016186414056238647
433,1.1375,0.5,0.29166666666666663,0.00267,0.0001634013463836819
434,1.1375,0.5,0.3333333333333333,0.00271,0.0001646207763315433
435,1.1375,0.5,0.375,0.0028,0.00016733200530681512
436,1.1375,0.5,0.41666666666666663,0.00285,0.00016881943016134135
437,1.1375,0.5,0.4583333333333333,0.00297,0.00017233687939614085
438,1.1375,0.5,0.5,0.00313,0.00017691806012954132
439,1.1375,0.5,0.5416666666666666,0.00318,0.00017832554500127006
440,1.1375,0.5,0.5833333333333333,0.00324,0.00018
441,1.1375,0.5,0.625,0.00333,0.0001824828759089466
442,1.1375,0.5,0.6666666666666666,0.00341,0.00018466185312619387
443,1.1375,0.5,0.7083333333333333,0.00348,0.00018654758106177632
444,1.1375,0.5,0.75,0.00348,0.00018654758106177632
445,1.1375,0.5,0.7916666666666666,0.00354,0.0001881488772222678
446,1.1375,0.5,0.8333333333333333,0.00361,0.00019
447,1.1375,0.5,0.875,0.00372,0.0001928730152198591
448,1.1375,0.5,0.9166666666666666,0.00374,0.00019339079605813715
449,1.1375,0.5,0.9583333333333333,0.00385,0.00019621416870348583
450,1.1375,0.5,1.0,0.00388,0.00019697715603592207
451,1.1749999999999998,0.5,0.0,0.00216,0.0001469693845669907
452,1.1749999999999998,0.5,0.041666666666666664,0.0023,0.000151657508881031
453,1.1749999999999998,0.5,0.08333333333333333,0.00236,0.00015362291495737217
454,1.1749999999999998,0.5,0.125,0.00242,0.00015556349186104045
455,1.1749999999999998,0.5,0.16666666666666666,0.00249,0.000157797338380595
456,1.1749999999999998,0.5,0.20833333333333331,0.00252,0.00015874507866387545
457,1.1749999999999998,0.5,0.25,0.00263,0.00016217274740226855
458,1.1749999999999998,0.5,0.29166666666666663,0.00268,0.000163707055437449
459,1.1749999999999998,0.5,0.3333333333333333,0.00272,0.0001649242250247064
460,1.1749999999999998,0.5,0.375,0.00281,0.0001676305461424021
461,1.1749999999999998,0.5,0.41666666666666663,0.00286,0.00016911534525287762
462,1.1749999999999998,0.5,0.4583333333333333,0.00298,0.0001726267650163207
463,1.1749999999999998,0.5,0.5,0.00314,0.00017720045146669348
464,1.1749999999999998,0.5,0.5416666666666666,0.00319,0.0001786057109949175
465,1.1749999999999998,0.5,0.5833333333333333,0.00325,0.00018027756377319947
466,1.1749999999999998,0.5,0.625,0.00334,0.00018275666882497068
467,1.1749999999999998,0.5,0.6666666666666666,0.00342,0.00018493242008906928
468,1.1749999999999998,0.5,0.7083333333333333,0.00349,0.00018681541692269405
469,1.1749999999999998,0.5,0.75,0.00349,0.00018681541692269405
470,1.1749999999999998,0.5,0.7916666666666666,0.00355,0.00018841443681416774
471,1.1749999999999998,0.5,0.8333333333333333,0.00362,0.00019026297590440445
472,1.1749999999999998,0.5,0.875,0.00373,0.00019313207915827967
473,1.1749999999999998,0.5,0.9166666666666666,0.00375,0.00019364916731037085
474,1.1749999999999998,0.5,0.9583333333333333,0.00386,0.000196468827043885
475,1.1749999999999998,0.5,1.0,0.00389,0.0001972308292331602
476,1.2125,0.5,0.0,0.00216,0.0001469693845669907
477,1.2125,0.5,0.041666666666666664,0.0023,0.000151657508881031
478,1.2125,0.5,0.08333333333333333,0.00236,0.00015362291495737217
479,1.2125,0.5,0.125,0.00243,0.00015588457268119897
480,1.2125,0.5,0.16666666666666666,0.0025,0.00015811388300841897
481,1.2125,0.5,0.20833333333333331,0.00253,0.00015905973720586867
482,1.2125,0.5,0.25,0.00264,0.0001624807680927192
483,1.2125,0.5,0.29166666666666663,0.00269,0.00016401219466856726
484,1.2125,0.5,0.3333333333333333,0.00273,0.00016522711641858305
485,1.2125,0.5,0.375,0.00281,0.0001676305461424021
486,1.2125,0.5,0.41666666666666663,0.00286,0.00016911534525287762
487,1.2125,0.5,0.4583333333333333,0.00299,0.00017291616465790584
488,1.2125,0.5,0.5,0.00315,0.00017748239349298848
489,1.2125,0.5,0.5416666666666666,0.0032,0.00017888543819998318
490,1.2125,0.5,0.5833333333333333,0.00326,0.0001805547008526779
491,1.2125,0.5,0.625,0.00335,0.00018303005217723125
492,1.2125,0.5,0.6666666666666666,0.00343,0.00018520259177452135
493,1.2125,0.5,0.7083333333333333,0.00349,0.00018681541692269405
494,1.2125,0.5,0.75,0.00349,0.00018681541692269405
495,1.2125,0.5,0.7916666666666666,0.00355,0.00018841443681416774
496,1.2125,0.5,0.8333333333333333,0.00362,0.00019026297590440445
497,1.2125,0.5,0.875,0.00374,0.00019339079605813715
498,1.2125,0.5,0.9166666666666666,0.00376,0.00019390719429665317
499,1.2125,0.5,0.9583333333333333,0.00387,0.00019672315572906
500,1.2125,0.5,1.0,0.00391,0.0001977371993328519
501,1.25,0.5,0.0,0.00217,0.00014730919862656234
502,1.25,0.5,0.041666666666666664,0.00231,0.00015198684153570663
503,1.25,0.5,0.08333333333333333,0.00237,0.00015394804318340653
504,1.25,0.5,0.125,0.00244,0.0001562049935181331
505,1.25,0.5,0.16666666666666666,0.00251,0.0001584297951775486
506,1.25,0.5,0.20833333333333331,0.00255,0.00015968719422671313
507,1.25,0.5,0.25,0.00265,0.00016278820596099706
508,1.25,0.5,0.29166666666666663,0.0027,0.00016431676725154983
509,1.25,0.5,0.3333333333333333,0.00275,0.00016583123951777
510,1.25,0.5,0.375,0.00283,0.0001682260384126072
511,1.25,0.5,0.41666666666666663,0.00288,0.0001697056274847714
512,1.25,0.5,0.4583333333333333,0.00302,0.00017378147196982766
513,1.25,0.5,0.5,0.00318,0.00017832554500127006
514,1.25,0.5,0.5416666666666666,0.00323,0.0001797220075561143
515,1.25,0.5,0.5833333333333333,0.00328,0.00018110770276274834
516,1.25,0.5,0.625,0.00337,0.0001835755975068582
517,1.25,0.5,0.6666666666666666,0.00345,0.0001857417562100671
518,1.25,0.5,0.7083333333333333,0.00351,0.00018734993995195192
519,1.25,0.5,0.75,0.00351,0.00018734993995195192
520,1.25,0.5,0.7916666666666666,0.00357,0.00018894443627691184
521,1.25,0.5,0.8333333333333333,0.00364,0.00019078784028338914
522,1.25,0.5,0.875,0.00376,0.00019390719429665317
523,1.25,0.5,0.9166666666666666,0.00378,0.0001944222209522358
524,1.25,0.5,0.9583333333333333,0.00389,0.0001972308292331602
525,1.25,0.5,1.0,0.00393,0.0001982422760159901
526,1.2875,0.5,0.0,0.00218,0.000147648230602334
527,1.2875,0.5,0.041666666666666664,0.00232,0.00015231546211727818
528,1.2875,0.5,0.08333333333333333,0.00238,0.00015427248620541512
529,1.2875,0.5,0.125,0.00244,0.0001562049935181331
530,1.2875,0.5,0.16666666666666666,0.00251,0.0001584297951775486
531,1.2875,0.5,0.20833333333333331,0.00255,0.00015968719422671313
532,1.2875,0.5,0.25,0.00265,0.00016278820596099706
533,1.2875,0.5,0.29166666666666663,0.0027,0.00016431676725154983
534,1.2875,0.5,0.3333333333333333,0.00275,0.00016583123951777
535,1.2875,0.5,0.375,0.00283,0.0001682260384126072
536,1.2875,0.5,0.41666666666666663,0.00288,0.0001697056274847714
537,1.2875,0.5,0.4583333333333333,0.00302,0.00017378147196982766
538,1.2875,0.5,0.5,0.00318,0.00017832554500127006
539,1.2875,0.5,0.5416666666666666,0.00323,0.0001797220075561143
540,1.2875,0.5,0.5833333333333333,0.00328,0.00018110770276274834
541,1.2875,0.5,0.625,0.00337,0.0001835755975068582
542,1.2875,0.5,0.6666666666666666,0.00345,0.0001857417562100671
543,1.2875,0.5,0.7083333333333333,0.00351,0.00018734993995195192
544,1.2875,0.5,0.75,0.00351,0.00018734993995195192
545,1.2875,0.5,0.7916666666666666,0.00357,0.00018894443627691184
546,1.2875,0.5,0.8333333333333333,0.00366,0.00019131126469708993
547,1.2875,0.5,0.875,0.00378,0.0001944222209522358
548,1.2875,0.5,0.9166666666666666,0.0038,0.00019493588689617925
549,1.2875,0.5,0.9583333333333333,0.00391,0.0001977371993328519
550,1.2875,0.5,1.0,0.00395,0.0001987460691435179
551,1.325,0.5,0.0,0.0022,0.00014832396974191327
552,1.325,0.5,0.041666666666666664,0.00234,0.00015297058540778355
553,1.325,0.5,0.08333333333333333,0.0024,0.0001549193338482967
554,1.325,0.5,0.125,0.00246,0.00015684387141358123
555,1.325,0.5,0.16666666666666666,0.00253,0.00015905973720586867
556,1.325,0.5,0.20833333333333331,0.00256,0.00016
557,1.325,0.5,0.25,0.00266,0.0001630950643030009
558,1.325,0.5,0.29166666666666663,0.00271,0.0001646207763315433
559,1.325,0.5,0.3333333333333333,0.00276,0.0001661324772583615
560,1.325,0.5,0.375,0.00284,0.00016852299546352717
561,1.325,0.5,0.41666666666666663,0.00289,0.00017
562,1.325,0.5,0.4583333333333333,0.00303,0.0001740689518552921
563,1.325,0.5,0.5,0.00319,0.0001786057109949175
564,1.325,0.5,0.5416666666666666,0.00324,0.00018
565,1.325,0.5,0.5833333333333333,0.00329,0.00018138357147217052
566,1.325,0.5,0.625,0.00338,0.00018384776310850234
567,1.325,0.5,0.6666666666666666,0.00346,0.00018601075237738274
568,1.325,0.5,0.7083333333333333,0.00352,0.0001876166303929372
569,1.325,0.5,0.75,0.00352,0.0001876166303929372
570,1.325,0.5,0.7916666666666666,0.00358,0.00018920887928424503
571,1.325,0.5,0.8333333333333333,0.00367,0.00019157244060668017
572,1.325,0.5,0.875,0.00378,0.0001944222209522358
573,1.325,0.5,0.9166666666666666,0.0038,0.00019493588689617925
574,1.325,0.5,0.9583333333333333,0.00391,0.0001977371993328519
575,1.325,0.5,1.0,0.00395,0.0001987460691435179
576,1.3624999999999998,0.5,0.0,0.0022,0.00014832396974191327
577,1.3624999999999998,0.5,0.041666666666666664,0.00234,0.00015297058540778355
578,1.3624999999999998,0.5,0.08333333333333333,0.00241,0.00015524174696260025
579,1.3624999999999998,0.5,0.125,0.00247,0.0001571623364550171
580,1.3624999999999998,0.5,0.16666666666666666,0.00254,0.00015937377450509228
581,1.3624999999999998,0.5,0.20833333333333331,0.00257,0.000160312195418814
582,1.3624999999999998,0.5,0.25,0.00267,0.0001634013463836819
583,1.3624999999999998,0.5,0.29166666666666663,0.00272,0.0001649242250247064
584,1.3624999999999998,0.5,0.3333333333333333,0.00277,0.00016643316977093238
585,1.3624999999999998,0.5,0.375,0.00285,0.00016881943016134135
586,1.3624999999999998,0.5,0.41666666666666663,0.0029,0.00017029386365926402
587,1.3624999999999998,0.5,0.4583333333333333,0.00304,0.00017435595774162695
588,1.3624999999999998,0.5,0.5,0.0032,0.00017888543819998318
589,1.3624999999999998,0.5,0.5416666666666666,0.00325,0.00018027756377319947
590,1.3624999999999998,0.5,0.5833333333333333,0.0033,0.00018165902124584948
591,1.3624999999999998,0.5,0.625,0.00339,0.00018411952639521968
592,1.3624999999999998,0.5,0.6666666666666666,0.00347,0.00018627936010197157
593,1.3624999999999998,0.5,0.7083333333333333,0.00353,0.00018788294228055935
594,1.3624999999999998,0.5,0.75,0.00353,0.00018788294228055935
595,1.3624999999999998,0.5,0.7916666666666666,0.00359,0.00018947295321496415
596,1.3624999999999998,0.5,0.8333333333333333,0.00368,0.00019183326093250876
597,1.3624999999999998,0.5,0.875,0.00379,0.00019467922333931786
598,1.3624999999999998,0.5,0.9166666666666666,0.00381,0.00019519221295943138
599,1.3624999999999998,0.5,0.9583333333333333,0.00392,0.0001979898987322333
600,1.3624999999999998,0.5,1.0,0.00396,0.000198997487421324
601,1.4,0.5,0.0,0.0022,0.00014832396974191327
602,1.4,0.5,0.041666666666666664,0.00234,0.00015297058540778355
603,1.4,0.5,0.08333333333333333,0.00241,0.00015524174696260025
604,1.4,0.5,0.125,0.00247,0.0001571623364550171
605,1.4,0.5,0.16666666666666666,0.00254,0.00015937377450509228
606,1.4,0.5,0.20833333333333331,0.00257,0.000160312195418814
607,1.4,0.5,0.25,0.00267,0.0001634013463836819
608,1.4,0.5,0.29166666666666663,0.00272,0.0001649242250247064
609,1.4,0.5,0.3333333333333333,0.00277,0.00016643316977093238
610,1.4,0.5,0.375,0.00285,0.00016881943016134135
611,1.4,0.5,0.41666666666666663,0.0029,0.00017029386365926402
612,1.4,0.5,0.4583333333333333,0.00304,0.00017435595774162695
613,1.4,0.5,0.5,0.0032,0.00017888543819998318
614,1.4,0.5,0.5416666666666666,0.00325,0.00018027756377319947
615,1.4,0.5,0.5833333333333333,0.0033,0.00018165902124584948
616,1.4,0.5,0.625,0.00339,0.00018411952639521968
617,1.4,0.5,0.6666666666666666,0.00347,0.00018627936010197157
618,1.4,0.5,0.7083333333333333,0.00353,0.00018788294228055935
619,1.4,0.5,0.75,0.00353,0.00018788294228055935
620,1.4,0.5,0.7916666666666666,0.00359,0.00018947295321496415
621,1.4,0.5,0.8333333333333333,0.00368,0.00019183326093250876
622,1.4,0.5,0.875,0.00379,0.00019467922333931786
623,1.4,0.5,0.9166666666666666,0.00381,0.00019519221295943138
624,1.4,0.5,0.9583333333333333,0.00392,0.0001979898987322333
625,1.4,0.5,1.0,0.00396,0.000198997487421324
